,flight name,loss (MSE)
75,2019-01-13_Flight_Plan_KLAX_KJFK_JBU324.txt,0.0010404524
76,2019-01-13_Flight_Plan_KLAX_KJFK_JBU1424.txt,0.0003390182
77,2019-01-13_Flight_Plan_KLAX_KJFK_ASA1406.txt,0.0019477082
78,2019-01-13_Flight_Plan_KLAX_KJFK_DAL40.txt,0.0010126696
79,2019-01-13_Flight_Plan_KLAX_KJFK_ASA1412.txt,0.001296807
80,2019-01-17_Flight_Plan_KLAX_KJFK_JBU2024.txt,0.00064912456
81,2019-01-17_Flight_Plan_KLAX_KJFK_AAL118.txt,0.0018335879
82,2019-01-17_Flight_Plan_KLAX_KJFK_DAL40.txt,0.0018683374
83,2019-01-17_Flight_Plan_KLAX_KJFK_DAL1891.txt,0.00023457178
84,2019-01-14_Flight_Plan_KLAX_KJFK_AAL307.txt,0.00044735786
85,2019-01-14_Flight_Plan_KLAX_KJFK_DAL1934.txt,0.00063915364
86,2019-01-14_Flight_Plan_KLAX_KJFK_JBU324.txt,0.00016226737
87,2019-01-14_Flight_Plan_KLAX_KJFK_AAL238.txt,0.00089308666
88,2019-01-14_Flight_Plan_KLAX_KJFK_JBU1424.txt,0.00010278963
89,2019-01-14_Flight_Plan_KLAX_KJFK_AAL118.txt,0.0004005793
90,2019-01-14_Flight_Plan_KLAX_KJFK_AAL274.txt,0.0015872536
91,2019-01-14_Flight_Plan_KLAX_KJFK_AAL2201.txt,0.00075335376
92,2019-01-19_Flight_Plan_KLAX_KJFK_ASA72.txt,0.00016431487
93,2019-01-20_Flight_Plan_KLAX_KJFK_DAL1876.txt,0.0005525868
94,2019-01-20_Flight_Plan_KLAX_KJFK_JBU8020.txt,0.0013772468
95,2019-01-11_Flight_Plan_KLAX_KJFK_JBU424.txt,0.00023824975
96,2019-01-11_Flight_Plan_KLAX_KJFK_DAL1876.txt,0.00016732622
97,2019-01-11_Flight_Plan_KLAX_KJFK_AAL32.txt,0.00014404932
98,2019-01-11_Flight_Plan_KLAX_KJFK_AAL238.txt,0.00063949666
99,2019-01-11_Flight_Plan_KLAX_KJFK_ASA72.txt,0.0003459224
100,2019-01-11_Flight_Plan_KLAX_KJFK_ASA1406.txt,0.0002936903
101,2019-01-11_Flight_Plan_KLAX_KJFK_AAL274.txt,0.00040154764
102,2019-01-11_Flight_Plan_KLAX_KJFK_AAL292.txt,0.00026083365
103,2019-01-11_Flight_Plan_KLAX_KJFK_JBU224.txt,0.00026564393
