,fp_maphe,fp_mapve,fp_mathe,fp_matve,fp_stdphe,fp_stdpve,fp_stdthe,fp_stdtve,model,pred_maphe,pred_mapve,pred_mathe,pred_matve,pred_stdphe,pred_stdpve,pred_stdthe,pred_stdtve
0,102.78696863706598,5488.721268471281,105.21532087999643,3224.12615893606,73.0235198251804,9667.069153405362,53.661752020963206,3028.623781690776,CONV-SAR-GRU1lay-OPTAdam-LOSSMSELoss()-EPOCHS500-BATCH1-RNN6_100_3,61.843186779939096,2384.3975118082726,61.5350338481178,1263.817193082339,40.17905788165645,3808.79272181195,30.483798181665392,1595.1511069940598
1,102.78696863706598,5488.721268471281,105.21532087999643,3224.12615893606,73.0235198251804,9667.069153405362,53.661752020963206,3028.623781690776,CONV-GRU1lay-OPTAdam-LOSSMSELoss()-EPOCHS500-BATCH1-RNN6_100_3,60.21362855836213,2491.7130645563193,59.89538867961107,1120.0421156965763,39.47874608521444,3711.643970620848,28.055876743023962,1399.7537869679152
2,102.78696863706598,5488.721268471281,105.21532087999643,3224.12615893606,73.0235198251804,9667.069153405362,53.661752020963206,3028.623781690776,CONV-SAA-IndRNN_onlyrecurrent2lay-OPTAdam-LOSSMSELoss()-EPOCHS500-BATCH1-RNN6_100_3,130.1372286863047,2705.4867950842295,133.10175255794806,1223.162343738453,72.18607774230551,4075.1686366589606,66.15225869446357,1682.6816839083838
3,102.78696863706598,5488.721268471281,105.21532087999643,3224.12615893606,73.0235198251804,9667.069153405362,53.661752020963206,3028.623781690776,CONV-IndRNN_onlyrecurrent2lay-OPTAdam-LOSSMSELoss()-EPOCHS500-BATCH1-RNN6_100_3,118.3141316181646,2604.1494914510586,121.31534405919668,1227.711796611908,60.871133008334695,3935.7892985587982,62.726077350785026,1682.6819648130117
4,102.78696863706598,5488.721268471281,105.21532087999643,3224.12615893606,73.0235198251804,9667.069153405362,53.661752020963206,3028.623781690776,CONV-GRU2lay-OPTAdam-LOSSMSELoss()-EPOCHS500-BATCH1-RNN6_100_3,47.38906761690432,2375.979664644715,47.2278496958619,1156.1597333925847,32.72081072029055,3537.464684290868,22.986799336456695,1332.4004676348843
5,102.78696863706598,5488.721268471281,105.21532087999643,3224.12615893606,73.0235198251804,9667.069153405362,53.661752020963206,3028.623781690776,CONV-SAA-GRU1lay-OPTAdam-LOSSMSELoss()-EPOCHS500-BATCH1-RNN6_100_3,55.12821052469666,2288.606716777507,55.16773295033291,1117.2411535141769,41.356532812962925,3656.3436916986607,33.476141787450004,1326.1940562028713
6,102.78696863706598,5488.721268471281,105.21532087999643,3224.12615893606,73.0235198251804,9667.069153405362,53.661752020963206,3028.623781690776,CONV-SAR-LSTM2lay-OPTAdam-LOSSMSELoss()-EPOCHS500-BATCH1-RNN6_100_3,56.478797732140784,2095.889123157429,56.21023049302172,990.8164406568511,37.30939251401047,3468.4032884882586,25.193377125457395,1294.6195164333828
7,102.78696863706598,5488.721268471281,105.21532087999643,3224.12615893606,73.0235198251804,9667.069153405362,53.661752020963206,3028.623781690776,CONV-SAA-LSTM2lay-OPTAdam-LOSSMSELoss()-EPOCHS500-BATCH1-RNN6_100_3,60.188955663066345,2412.781197685835,60.114364918349516,1152.5596718977397,41.662336603026795,3820.002403230774,28.46560418486564,1537.1466231000184
8,102.78696863706598,5488.721268471281,105.21532087999643,3224.12615893606,73.0235198251804,9667.069153405362,53.661752020963206,3028.623781690776,CONV-SAA-IndRNN_onlyrecurrent3lay-OPTAdam-LOSSMSELoss()-EPOCHS500-BATCH1-RNN6_100_3,114.26955921432796,2472.426483979988,117.31423501905236,1221.029807220185,59.37899302927411,3693.9298593471467,63.033911789398026,1682.6823800568636
9,102.78696863706598,5488.721268471281,105.21532087999643,3224.12615893606,73.0235198251804,9667.069153405362,53.661752020963206,3028.623781690776,CONV-SAR-IndRNN_onlyrecurrent3lay-OPTAdam-LOSSMSELoss()-EPOCHS500-BATCH1-RNN6_100_3,120.35843727400704,2555.001540181384,123.35650986631653,1231.3441939095342,66.90280908926609,4037.577803491622,61.5731905085273,1682.6825278278668
10,102.78696863706598,5488.721268471281,105.21532087999643,3224.12615893606,73.0235198251804,9667.069153405362,53.661752020963206,3028.623781690776,CONV-SAR-LSTM1lay-OPTAdam-LOSSMSELoss()-EPOCHS500-BATCH1-RNN6_100_3,41.011490053065856,1844.3799759173673,40.94527418988654,804.7260966004623,32.86670380042855,3195.107783049123,23.797195269870205,1054.8870501705478
11,102.78696863706598,5488.721268471281,105.21532087999643,3224.12615893606,73.0235198251804,9667.069153405362,53.661752020963206,3028.623781690776,CONV-SAR-IndRNN_onlyrecurrent2lay-OPTAdam-LOSSMSELoss()-EPOCHS500-BATCH1-RNN6_100_3,120.07971276811006,2601.988437100936,123.04956610967965,1220.6594267198075,67.28610196380625,4051.3236988298972,62.16266364501707,1682.6849940712998
12,102.78696863706598,5488.721268471281,105.21532087999643,3224.12615893606,73.0235198251804,9667.069153405362,53.661752020963206,3028.623781690776,CONV-IndRNN_onlyrecurrent3lay-OPTAdam-LOSSMSELoss()-EPOCHS500-BATCH1-RNN6_100_3,116.08709061372174,2613.3047908964977,119.11000780721952,1220.7525840905366,62.100714667556616,4102.21637136286,62.8419593462801,1682.682350457377
